num,img,title,field,organizer,start_day,finish_day,homepage
419,https://www.wevity.com/upload/contest/20240515093815_af0fd0ff.jpg,2024년 제30회 실천문학 신인상 공고,"문학, 글, 시나리오",실천문학,2024-05-02,2024-06-28,http://silcheon.com/2024/05/02/2024년-제30회-실천문학-신인상-공고/
420,https://www.wevity.com/upload/contest/20240514050531_7daba080.jpg,제3회 안동 여행기념품 공모전,"예체능, 미술, 음악","문화체육관광부, 안동시 외",2024-06-17,2024-06-21,http://kfce.or.kr/home/sub4/sub8.asp?mode=view&aseq=1611
421,https://www.wevity.com/upload/contest/20240514042048_2f0c27c2.jpg,제15회 백교문학상 작품공모,"문학, 글, 시나리오",강릉문화재단,2024-04-29,2024-06-24,https://blog.naver.com/gncaf/223430361875
422,https://www.wevity.com/upload/contest/20240511000221_26083b46.jpg,2024 한국카지노업관광협회 국내 대학생 논문 공모전,"논문, 리포트",한국카지노업관광협회,2024-04-01,2024-06-28,http://www.koreacasino.or.kr/kcasino/asso/noticeView.do?bbsSeq=1632¤tPage=1&snsLink=http%3A%2F%2Fwww.koreacasino.or.kr%2Fkcasino%2Fasso%2FnoticeList.do&ShareUrl=
423,https://www.wevity.com/upload/contest/20240514034605_7f67461d.jpg,제9회 한아전 웹툰/일러스트/포스터/영상 공모전,"예체능, 미술, 음악",한국IT전문학교,2024-04-22,2024-10-31,http://www.koreait.ac.kr/new2/m/sub.asp?avan=1105020000&KOREAIT_eventMode=view&intseq=1550&RD=AOITQUPKWG&
424,https://www.wevity.com/upload/contest/20240514031202_cf4fab9a.jpg,K-디지털 챌린지 2024년 메타버스 개발자 경진대회,"게임, 소프트웨어",과학기술정보통신부,2024-05-07,2024-06-07,https://www.metaversedev.kr/
425,https://www.wevity.com/upload/contest/20240514030213_d855f838.jpg,제12회 정읍사문학상 작품공모,"문학, 글, 시나리오",정읍문학회,2024-05-01,2024-07-30,https://cafe.daum.net/jeongeupliterature/9nn0/68
426,https://www.wevity.com/upload/contest/20240514021117_a782af83.jpg,제1회 박덕은 전국 시낭송 대회,"문학, 글, 시나리오",한실문예창작,2024-05-15,2024-09-15,https://cafe.daum.net/hansilmoonye/Hsdk/955
427,https://www.wevity.com/upload/contest/20240514020605_4d129ca9.jpg,2024년 제26회 수주문학상 작품 공모,"문학, 글, 시나리오",부천문화재단,2024-06-17,2024-07-19,https://www.bcmuseum.or.kr/ko/boards/notice/533
428,https://www.wevity.com/upload/contest/20240514013106_229ae545.jpg,2024년 제2회 아산시 청소년 문학 공모전,"문학, 글, 시나리오",아산시청소년재단,2024-05-02,2024-08-22,https://www.asyouth.or.kr/youth/main/index.php?m_cd=32&b_id=20240502091356949
429,https://www.wevity.com/upload/contest/20240514012549_8e68a0a9.jpg,동화로 만나는 안성 그림책 공모전,"문학, 글, 시나리오",안성시육아종합지원센터,2024-06-01,2024-08-31,https://www.ans.or.kr/main/main.php?no=1409&board=view&categoryid=16&menuid=1&groupid=0
430,https://www.wevity.com/upload/contest/20240514011029_fd42aa98.jpg,제45회 근로자미술제,"예체능, 미술, 음악",근로복지공단 외,2024-05-01,2024-06-30,https://welfare.comwel.or.kr/default/page.do?mCode=K011020030
431,https://www.wevity.com/upload/contest/20240510223350_ac01e69e.jpg,울산광역시동구장애인복지관 개관 10주년 기념 캐릭터 디자인 공모전,"디자인, 캐릭터, 웹툰",울산광역시동구장애인복지관,2024-05-20,2024-07-19,https://www.eastwelfare.or.kr/news_03.html?query=view&page=1&table=LimBo&botype=IMG_B01_07&page_num=10&bid=27771
432,https://www.wevity.com/upload/contest/20240510223121_420509d0.jpg,2024년 제5회 AI·ICT 장애인 보조공학기기 공모전,"과학, 공학, 기타",고용노동부,2024-05-07,2024-07-01,https://www.kead.or.kr/bbs/deptgongji/bbsView.do?pageIndex=1&bbsCode=deptgongji&bbsCnId=203672&bbsNm=%EB%B6%80%EC%84%9C+%EA%B3%B5%EC%A7%80%EC%82%AC%ED%95%AD&menuId=MENU0895&adt1Code=&adt2Code=&adt1CodeArr=®istDeptCode=&searchCondition=sjcn&searchKeywor
433,https://www.wevity.com/upload/contest/20240509234451_90d17d10.jpg,서울디자인어워드 2024 (기간연장),기타,(재)서울디자인재단,2024-04-01,2024-06-28,http://www.seouldesignaward.or.kr/
434,https://www.wevity.com/upload/contest/20240509232312_9e489ce4.jpg,어린이 우주인 선발대회,"과학, 공학","동아사이언스, 고흥",2024-04-01,2024-07-31,https://www.popcornplanet.co.kr/notice/view/2979?list_page=1&category_id=7
435,https://www.wevity.com/upload/contest/20240509221027_011ea987.jpg,2024년 대전 청년주간 로고송 공모전,"예체능, 미술, 음악",대전광역시,2024-05-08,2024-06-04,https://www.daejeonyouthportal.kr/board/BBSMSTR_000000000273/articleView.do?pageIndex=0&searchSeq=7797
436,https://www.wevity.com/upload/contest/20240509220427_16aa82cd.jpg,2024년 대전 청년주간 화양연화 사진 공모전 (기간연장),"영상, UCC, 사진",대전광역시,2024-05-08,2024-06-06,https://www.daejeonyouthportal.kr/board/BBSMSTR_000000000273/articleList.do?commonMenuNo=180_190
437,https://www.wevity.com/upload/contest/20240509201821_44911464.jpg,2024년 제2회 전국 심연수 창작음악제,"예체능, 미술, 음악","강원특별자치도, 강릉시, 심연수기념사업회, 강원도민일보",2024-05-13,2024-06-09,https://www.gncc.or.kr/bbs/board.php?bo_table=6_sub1&wr_id=2283
438,https://www.wevity.com/upload/contest/20240509200915_8108ce00.jpg,2024 산업안전 웹툰 공모전 (세상을 바꾸는 웹툰 공모전),"디자인, 캐릭터, 웹툰","안전보건공단, CJ ENM",2024-05-13,2024-06-20,http://safetytoon.kr/
439,https://www.wevity.com/upload/contest/20240509193322_5994c5f6.jpg,2024 전국 대학생 UAM 올림피아드,"과학, 공학","국토교통부, 한국교통안전공단",2024-04-29,2024-06-30,https://ksduo.or.kr/
440,https://www.wevity.com/upload/contest/20240511060538_801543f4.jpg,제2회 재난안전데이터 활용 창업경진대회,"기획, 아이디어",행정안전부,2024-05-01,2024-06-28,https://www.safetydata.go.kr/notice/selectNotice?tbbsSn=973&bbsSn=28
441,https://www.wevity.com/upload/contest/20240511052957_44406ae8.jpg,2024년 제3회 한글 활용 디자인 공모전,"디자인, 캐릭터, 웹툰",경상북도,2024-06-24,2024-06-28,https://www.koreastudy.or.kr/pub/pubBbsRead.do?menu_seq=70&menu_type=&board_seq=12048&pub_se=
442,https://www.wevity.com/upload/contest/20240511052253_4edbd2fa.jpg,나만의 픽! 남해안 걷기여행코스 공모전,기타,경남관광재단,2024-04-30,2024-07-29,https://gnto.or.kr/sub04/sub01_01.php?bbsData=bm89MjI4%7c%7c&mode=view
443,https://www.wevity.com/upload/contest/20240509032005_51c66c05.jpg,2024 IT 캔 두 WITH 청년 디지털 봉사단 모집,봉사활동,화성시동탄어울림종합사회복지관,2024-05-09,2024-10-31,https://blog.naver.com/dongtan_with/223438914140
444,https://www.wevity.com/upload/contest/20240511043208_88bf99fb.jpg,2024년 신구대학교 VR게임콘텐츠과 전국 중·고교생 게임 공모전,"게임, 소프트웨어",신구대학교 VR게임콘텐츠과,2024-06-03,2024-08-14,https://vr.shingu.ac.kr/cms/FR_BBS_CON/BoardView.do?MENU_ID=250&CONTENTS_NO=1&SITE_NO=37&BOARD_SEQ=5&BBS_SEQ=137
445,https://www.wevity.com/upload/contest/20240516112702_dbaf202d.jpg,2024년 서대문청소년센터 제5회 IM 청소년영상제 영상 공모전,"영상, UCC, 사진",서울특별시,2024-05-02,2024-06-07,https://www.fun1318.or.kr/2021/community/notice_view.php?id=notice&cd=&mode=view&kb_ix=6845
446,https://www.wevity.com/upload/contest/20240511042653_fdcb096d.jpg,2024 비오케이아트 주니어 예술가 모집,"예체능, 미술, 음악",비오케이아트,2024-05-13,2024-06-24,http://www.bokartcenter.co.kr/notice_view.php?code_id=1&b_index=799&gotopage=1
447,https://www.wevity.com/upload/contest/20240509024204_78249fbc.jpg,2024 경남청년유튜브어워즈 (Gyeongnam Youth Youtube Awards),"영상, UCC, 사진",경상남도청,2024-05-08,2024-06-23,https://www.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000000135003009001&conTitle=&conGosiGbn=&conIfmStdt=2024-02-06&conIfmEnddt=2024-05-08&pageLine=10&page=1&mode=view&sno=45928&gosiGbn=A&searchCnt=
448,https://www.wevity.com/upload/contest/20240509023402_6ff6dded.jpg,제6회 전국글쓰기대회 2024 달성 시로 물들이다(디카시 공모전),"문학, 글, 시나리오",달성군립도서관,2024-06-01,2024-08-31,https://library.daegu.go.kr/dalseonglib/board/view.do?menu_idx=35&manage_idx=689&board_idx=515460
449,https://www.wevity.com/upload/contest/20240509022907_73ab0852.jpg,2024 전국초등학생 민화공모전,"예체능, 미술, 음악",영월군,2024-07-05,2024-07-22,http://minhwa.co.kr/공지사항/?mod=document&uid=3771
450,https://www.wevity.com/upload/contest/20240509022552_1f354d38.jpg,2024 김삿갓문화제 전국민화공모전,"예체능, 미술, 음악",영월군,2024-07-25,2024-08-14,http://minhwa.co.kr/공지사항/?uid=3767&mod=document&pageid=1
451,https://www.wevity.com/upload/contest/20240509022200_5a0ad6a9.jpg,2024 한부모가족 인식개선 그림 공모전,"예체능, 미술, 음악",홀트아동복지회,2024-05-10,2024-06-07,https://love.holt.or.kr/request_support/2024-한부모가족-인식개선-그림공모전-우리가家-가족/
452,https://www.wevity.com/upload/contest/20240509020631_0437c5a2.jpg,2024년 평택시의회 입법정책 아이디어 공모전,"기획, 아이디어",평택시의회,2024-05-13,2024-07-12,http://www.ptcouncil.go.kr/
453,https://www.wevity.com/upload/contest/20240509020225_3de13ace.jpg,2024년 경상북도 탄소중립 실천 숏폼 영상 공모전,"영상, UCC, 사진",경상북도 탄소중립지원센터,2024-05-20,2024-06-21,http://gbcn.kr/promotion/promotion1.php?ptype=view&idx=50
454,https://www.wevity.com/upload/contest/20240509015543_bcb72293.jpg,제 11회 부산여성영화제 상영작 공모전,"영상, UCC, 사진",사)부산여성사회교육원,2024-05-15,2024-06-30,https://feminedu21.cafe24.com/v1/bbs/board.php?bo_table=notice&wr_id=635
455,https://www.wevity.com/upload/contest/20240511024447_4a357195.jpg,2024 양천구 아이디어 공모전,"기획, 아이디어",양천구,2024-05-13,2024-06-07,https://www.yangcheon.go.kr/site/yangcheon/ex/bbs/View.do?cbIdx=295&bcIdx=286688&parentSeq=286688
456,https://www.wevity.com/upload/contest/20240509005811_606f6606.jpg,부산광역시 거점형 양성평등센터장 2024 성평등 콘텐츠 공모전,"예체능, 미술, 음악",여성가족부,2024-05-20,2024-07-05,https://www.bgli.re.kr/kor/CMS/Board/Board.do?mCode=MN083&mode=view&mgr_seq=16&board_seq=23267
457,https://www.wevity.com/upload/contest/20240508213250_7eb3fc61.jpg,제10회 교보손글씨대회,"예체능, 미술, 음악","교보문고, 대산문화재단, 교보생명",2024-05-02,2024-07-10,https://www.kyobobook.co.kr/handwriting/contest
458,https://www.wevity.com/upload/contest/20240508212542_6a4f8e9b.jpg,루이스 AI 스토리 공모전,"문학, 글, 시나리오",루이스 by 키토크 AI,2024-04-29,2024-06-23,https://lewis.keytalkai.com/ko/competition
459,https://www.wevity.com/upload/contest/20240508211723_9803ed66.jpg,2024 서울 K-가족축제 가족노래 경연대회,"예체능, 미술, 음악",글로벌피스우먼 / 가정평화포럼,2024-05-05,2024-06-10,https://www.k-familyfestival.org/
460,https://www.wevity.com/upload/contest/20240508211215_883dbbd1.jpg,"2024 행복한 가정, 평화로운 세상 인스타그램 가족 릴스 공모전","영상, UCC, 사진",글로벌피스우먼 / 가정평화포럼,2024-05-05,2024-06-10,https://www.k-familyfestival.org/
461,https://www.wevity.com/upload/contest/20240508202644_5e92798f.jpg,"2024 행복한 가족, 평화로운 세상, 어린이 가족사랑 그림 공모전","디자인, 캐릭터, 웹툰",글로벌피스우먼 / 가정평화포럼,2024-05-05,2024-06-05,https://www.k-familyfestival.org/
462,https://www.wevity.com/upload/contest/20240508201607_247721d6.jpg,[통계청] 2024년 통계데이터 활용대회,"과학, 공학",통계청,2024-05-08,2024-06-21,https://data.kostat.go.kr/sbchome/bbs/boardDetail.do?boardId=SBCSBBS_000000017000&postId=BI_00000000000098873&curMenuNo=OPT_08_01_00_0
463,https://www.wevity.com/upload/contest/20240508123309_7646f745.jpg,2024 널리 가족을 이롭게 하자! 가족 정책제안 공모전,"기획, 아이디어",글로벌피스우먼 / 가정평화포럼,2024-05-05,2024-06-10,https://k-familyfestival.org/
464,https://www.wevity.com/upload/contest/20240510044139_f1db43f2.jpg,2024 삼각산금암미술관 공예 전시 공모전 ECC,"예체능, 미술, 음악","은평구, 은평역사한옥박물관",2024-07-10,2024-07-16,https://museum.ep.go.kr/board/board.asp?seq=4539
465,https://www.wevity.com/upload/contest/20240508010836_ae7b150c.jpg,제 1회 글로벌드리머콘테스트,"예체능, 미술, 음악",(사)지피디 지도자 협회,2024-05-09,2024-06-08,https://www.wevity.com/?c=find&s=1&gbn=view&gp=1&ix=86944
466,https://www.wevity.com/upload/contest/20240510041254_953fb1b9.jpg,2024년 계양 혁신 정책제안 공모전,"기획, 아이디어",계양구,2024-05-01,2024-07-31,https://www.gyeyang.go.kr/open_content/main/bbs/bbsMsgDetail.do?msg_seq=14356&bcd=board_4
467,https://www.wevity.com/upload/contest/20240508005249_c633fe4b.jpg,2024년 독거노인 인식개선 콘텐츠 공모전,"예체능, 미술, 음악",부산시독거노인종합지원센터,2024-06-03,2024-07-31,https://www.lovesenior051.co.kr/SW_bbs/notice/view.php?zipEncode=1qZm90wDU91DLLMDMu2yPr3BU91vt1drjrMCH9MyMetpSfMvWLME
468,https://www.wevity.com/upload/contest/20240508003550_80287eaa.jpg,시민과 함께 만드는 정원 영산강 정원 네이밍(명칭) 공모전,"네이밍, 슬로건",나주시,2024-05-07,2024-06-07,https://www.naju.go.kr/www/administration/notice/legislation?idx=35487&mode=view#none
469,https://www.wevity.com/upload/contest/20240509054650_2c031605.jpg,2024년 책읽는청주 북트레일러 공모전,기타,청주시,2024-05-07,2024-06-07,https://library.cheongju.go.kr/lib/front/index.php?g_page=community&m_page=community01&page=1&bb_code=70in0mv07u7d566&view=read&wd=2&bvLib=13&sc=ST02
470,https://www.wevity.com/upload/contest/20240509051850_c2f01939.jpg,2024 문화 디지털혁신 및 문화데이터 활용 공모전,"과학, 공학",문화체육관광부,2024-05-08,2024-07-15,https://www.kcisa.kr/kr/board/notice/boardView.do?bbsIdx=14941
471,https://www.wevity.com/upload/contest/20240509051039_1756dd40.jpg,2024년 서울교통공사 유튜브 영상 공모전,"영상, UCC, 사진",서울교통공사,2024-06-03,2024-07-07,http://www.seoulmetro.co.kr/kr/board.do?menuIdx=546&bbsIdx=2217649
472,https://www.wevity.com/upload/contest/20240508001005_080e8627.jpg,제54회 대한민국공예품대전 부산예선대회,"예체능, 미술, 음악",부사광역시,2024-05-22,2024-06-05,https://busancrafts.com/2024/04/20/공고-제54회-대한민국공예품대전-부산예선대회/
473,https://www.wevity.com/upload/contest/20240509050317_11de3290.jpg,제1회 양평군 아름다운 간판 공모전,"건축, 건설, 인테리어",양평군,2024-05-08,2024-06-28,http://blog.naver.com/yangpyeong63/223438730310
474,https://www.wevity.com/upload/contest/20240508000033_c0490667.jpg,2024 대구광역시청소년수련원 청소년동아리연합 몽쉘 동아리 모집,"대외활동, 서포터즈",대구광역시청소년수련원,2024-01-01,2024-12-31,https://www.dgyouth.net/main/Content.do?cid=apply302
475,https://www.wevity.com/upload/contest/20240507231424_f0249922.jpg,제6회 해양생물 탐구대회,"과학, 공학",국립해양생물자원관,2024-05-07,2024-06-07,http://mabikstudy.com
476,https://www.wevity.com/upload/contest/20240509042431_2af52a57.jpg,2024년 금산군 데이터기반행정 시각화 아이디어 공모전,"기획, 아이디어",금산군,2024-05-07,2024-06-30,https://www.geumsan.go.kr/kr/html/sub03/030302.html?mode=V&site_dvs_cd=kr&mng_no=42ed8a1fd8f91a7c3417d9f112d007de
477,https://www.wevity.com/upload/contest/20240508121647_32f66304.jpg,2024 제 11회 대한민국청소년기자대상,기타,서울특별시,2024-01-01,2024-09-27,http://youthnavi.net/customer/notice/goNoticeDetail?uid=QNA_00000000000004601
478,https://www.wevity.com/upload/contest/20240507224651_57d1dc3a.jpg,2024 영천시 숏폼 콘텐츠 공모전,"영상, UCC, 사진",영천시청,2024-05-07,2024-07-31,https://www.yc.go.kr/portal/saeol/gosi/view.do?notAncmtMgtNo=36344&mId=0301040000
479,https://www.wevity.com/upload/contest/20240508120304_084255fb.jpg,2024년 우수 입법정책 아이디어 공모전,"기획, 아이디어",지평법정책연구소,2024-07-01,2024-07-31,https://www.jpilp.com/Views/News/Notice_view.aspx?NoticeMainId=121
480,https://www.wevity.com/upload/contest/20240508114130_74437eb9.jpg,제20회 김삿갓문학상 공모전,"문학, 글, 시나리오",영월문화관광재단,2024-05-01,2024-08-23,https://www.ywcf.or.kr/bbs/board.php?bo_table=b401&wr_id=614
481,https://www.wevity.com/upload/contest/20240508113507_2dbd8506.jpg,"안압지의 추억, 내 기억 속 월지 사진 공모전","영상, UCC, 사진",국립경주박물관,2024-03-18,2024-08-31,http://gyeongju.museum.go.kr/kor/html/sub07/0701.html?mode=V&no=5105&site_dvs_cd=kor&menu_dvs_cd=0701
482,https://www.wevity.com/upload/contest/20240508112556_47372dcf.jpg,제7회 서울동물영화제 출품 공모,"영상, UCC, 사진",동물권행동 카라,2024-05-01,2024-07-31,https://www.saff.kr/notice_cat/제7회-서울동물영화제-출품-공모-및-출품규정/
483,https://www.wevity.com/upload/contest/20240508110907_c22e3691.jpg,제43회 대한민국미술대전 전통미술·공예부문,"예체능, 미술, 음악",한국미술협회,2024-07-22,2024-07-23,https://kfaa.or.kr/bbs/?so_table=exhbn_notice&mode=VIEW&num=45&category=&findType=&findWord=&sort1=&sort2=&page=1
484,https://www.wevity.com/upload/contest/20240507215820_150fbb84.jpg,제6회 서울교육 데이터 분석 · 활용 아이디어 공모전,"기획, 아이디어",서울특별시교육청,2024-05-07,2024-06-30,https://data.sen.go.kr/public/main#menu_code=24&type=board&board_group_idx=13
485,https://www.wevity.com/upload/contest/20240508110414_13a5b229.jpg,제43회 대한민국미술대전 디자인·현대공예부문 부문,"예체능, 미술, 음악",한국미술협회,2024-07-01,2024-07-19,http://kfaa.or.kr/bbs/?so_table=exhbn_notice
486,https://www.wevity.com/upload/contest/20240508103818_c681e874.jpg,제30회 행주미술 . 공예 . 디자인대전,"예체능, 미술, 음악",한국미술협회 고양지부,2024-03-20,2024-06-04,http://goyangart.or.kr/neboard/show.asp?id=board_01&ref=300&step=1&level=0&page=1
487,https://www.wevity.com/upload/contest/20240508103319_98c16fcc.jpg,2024 제30회 행주서예 . 문인화 대전 공모,"예체능, 미술, 음악",한국미술협회 고양지부,2024-06-28,2024-06-28,http://goyangart.or.kr/neboard/show.asp?id=board_01&ref=302&step=1&level=0&page=1
488,https://www.wevity.com/upload/contest/20240508051340_21e4cb46.jpg,제55회 한민족 통일문화제전,"예체능, 미술, 음악","민족통일협의회, 통일부",2024-04-29,2024-07-15,http://www.mintong.or.kr/mt/mun24a
489,https://www.wevity.com/upload/contest/20240508050600_41784bad.jpg,제19회 국제각자예술공모대전,"예체능, 미술, 음악","국제각자연맹, 사단법인 한국서각협회",2024-04-15,2024-06-19,http://seogak.or.kr/news/22321
490,https://www.wevity.com/upload/contest/20240508045218_46344fb2.jpg,2024년 행복 남구 유튜브 영상 공모전,"영상, UCC, 사진",광주광역시 남구,2024-07-22,2024-08-02,https://www.namgu.gwangju.kr/board.es?mid=a10604010000&bid=0001&list_no=7758&act=view
491,https://www.wevity.com/upload/contest/20240508044000_84993912.jpg,2024년도 제29회 전국공모 무릉서예대전 공모,"예체능, 미술, 음악",동해예총,2024-04-29,2024-07-18,https://dh.go.kr/www/selectBbsNttView.do?key=474&bbsNo=172&nttNo=181565
492,https://www.wevity.com/upload/contest/20240508041043_ae6d7363.jpg,명지대학교 제31회 전국 청소년 문예백일장,"문학, 글, 시나리오",명지대학교,2024-04-15,2024-07-05,https://writers.mju.ac.kr/bbs/writers/1116/211020/artclView.do
493,https://www.wevity.com/upload/contest/20240507160424_8aee32fb.jpg,STB상생방송 청소년 기자단 모집,"대외활동, 서포터즈",(주)STB상생방송,2024-05-06,2024-06-30,https://www.instagram.com/youth_stb/p/C6nTqInx2u4/
494,https://www.wevity.com/upload/contest/20240508024239_9e107695.jpg,2024년 중랑 서울장미축제 제2회 디카시 공모전,"문학, 글, 시나리오",중랑디카시인협회,2024-06-01,2024-06-20,https://cafe.daum.net/dicapoem3/aXV6/63
495,https://www.wevity.com/upload/contest/20240508020628_3faecd57.jpg,제22회 e파란 어린이 환경그림대회,"예체능, 미술, 음악",홈플러스e파란재단,2024-05-09,2024-06-30,https://eparanart.or.kr/
496,https://www.wevity.com/upload/contest/20240508015513_efc74375.jpg,부산광역시 공공시설물 표준 디자인(안) 설계공모전,"건축, 건설, 인테리어",부산광역시,2024-06-07,2024-06-17,https://adp.dcb.or.kr/award/guide?id=9
497,https://www.wevity.com/upload/contest/20240508013709_9cfaec76.jpg,2024 부산광역시 공공디자인 공모전,"디자인, 캐릭터, 웹툰",부산광역시,2024-06-21,2024-06-25,https://www.busan.go.kr/depart/publicdesign001
498,https://www.wevity.com/upload/contest/20240504130214_5ccd6581.jpg,2024 영통청소년문화의집 청소년운영위원회 모집,봉사활동,수원시청소년청년재단,2024-05-04,2024-12-31,https://syf.or.kr/web/board.do?menuIdx=322&bbsIdx=65853
499,https://www.wevity.com/upload/contest/20240503234701_c5da2d9c.jpg,2024 보훈활동 공모사업 독.독.독 누구세요(그들을 잊지 않는 방법) 서포터즈 모집,기타,시립광진청소년성문화센터,2024-05-01,2024-06-30,http://gjsay2007.or.kr/bbs/board.php?bo_table=notice&wr_id=91
500,https://www.wevity.com/upload/contest/20240503231444_e08a738a.jpg,2024 천안문화도시 대학생 미디어아트(영상) 공모전,"영상, UCC, 사진",천안문화도시,2024-06-03,2024-06-28,https://www.천안문화도시.kr/bbs/board.php?bo_table=announcement&wr_id=50
501,https://www.wevity.com/upload/contest/20240503231125_55ca0c5b.jpg,2024 천안문화도시 아카이빙 일반영상 공모전 (출발! 비디오 팡팡 영상 공모전),"영상, UCC, 사진",천안문화도시,2024-06-03,2024-06-28,https://www.천안문화도시.kr/bbs/board.php?bo_table=announcement&wr_id=51
502,https://www.wevity.com/upload/contest/20240504134429_b589840b.jpg,2024 김해시올해의 책 독후감 전국 공모전,"문학, 글, 시나리오",김해시,2024-04-29,2024-09-04,https://lib.gimhae.go.kr/00290/00309.web?idx=148145&amode=view
503,https://www.wevity.com/upload/contest/20240503221503_0fc28fcf.jpg,제7회 새마을UCC 공모전,"영상, UCC, 사진",청도군,2024-04-29,2024-10-11,http://www.cdws.or.kr/open.content/ko/community/notice/?i=37128
504,https://www.wevity.com/upload/contest/20240503221153_92744ec8.jpg,[국민체육진흥공단] 2024 스포츠산업 창업(SPORTS-UP CHALLENGE) 아이디어 공모전,"취업, 창업",문화체육관광부,2024-05-01,2024-06-11,https://www.스포츠창업.kr
505,https://www.wevity.com/upload/contest/20240504132609_02b9905f.jpg,2024 대구 도시디자인 공모전,"건축, 건설, 인테리어",대구광역시,2024-07-02,2024-07-08,https://www.daegu.go.kr/build//index.do?menu_id=00933848
506,https://www.wevity.com/upload/contest/20240504131705_15eaf0a8.jpg,목재 인테리어 공모전,"건축, 건설, 인테리어",한국임업진흥원,2024-04-29,2024-06-28,https://www.kofpi.or.kr/
507,https://www.wevity.com/upload/contest/20240504053413_e0949725.jpg,2024 캠퍼스온에어-숨쉬는 지구 (ESG 환경 영상 대학생 공모전),"영상, UCC, 사진","시청자미디어재단, 한국방송공사",2024-05-07,2024-06-28,https://kcmf.or.kr/KCMF/contents/KCMF050707.do?schM=view&page=1&viewCount=10&id=20240430160550289876&schBdcode=&schGroupCode=&schGroupCode=
508,https://www.wevity.com/upload/contest/20240504050016_3f7a974e.jpg,2024년 무역안보의 날 공모전,"예체능, 미술, 음악",산업통상자원부,2024-05-01,2024-07-05,https://kosti.or.kr/brd/board/222/L/menu/306?brdType=R&bbsSn=4993
509,https://www.wevity.com/upload/contest/20240527234232_48dc259d.jpg,유새일 예스 영상 공모전 (기간연장),"영상, UCC, 사진",경북여성정책개발원,2024-05-01,2024-06-30,http://www.usail.co.kr/
510,https://www.wevity.com/upload/contest/20240503163857_f8556362.jpg,2024. 청년창업 아이디에이션 4.0 참가자 모집,"취업, 창업","성남시, 성남시청소년재단, 엔닷라이트",2024-04-22,2024-06-18,https://www.snyouth.or.kr/fmcs/289?action=read&action-value=909d13dfe7156cc80e66bfe8f62372df
511,https://www.wevity.com/upload/contest/20240504032248_5201e661.jpg,제4회 DMZ 문학상,"문학, 글, 시나리오","화천군, 강원일보사",2024-05-01,2024-06-28,https://www.kwnews.co.kr/page/view/2024043010250456818
512,https://www.wevity.com/upload/contest/20240504031408_33737f0e.jpg,제14회 한무숙 소설 독후감 대회,"문학, 글, 시나리오",한무숙문학관,2024-05-03,2024-08-13,http://www.hahnmoosook.com/public_html/pages/news/program.asp
513,https://www.wevity.com/upload/contest/20240503162457_16e958a7.jpg,[고용노동부] 2024년 청년도전지원사업 참여자 모집,"취업, 창업",고용노동부,2024-05-01,2024-12-31,https://www.work.go.kr/youngChallenge/index.do
514,https://www.wevity.com/upload/contest/20240503161932_b4e4c7a6.jpg,2024 전국청소년음악경연대회,"예체능, 미술, 음악",주식회사 뉴데일리경기,2024-05-01,2024-06-10,https://www.mzmusic.co.kr/
515,https://www.wevity.com/upload/contest/20240504024747_01b3810e.jpg,제4회 동래구 우하 박문하 문학상 작품 공모,"문학, 글, 시나리오",부산광역시 동래구,2024-05-01,2024-08-20,https://www.dongnae.go.kr/index.dongnae?menuCd=DOM_000000103001003000
516,https://www.wevity.com/upload/contest/20240504023310_45c8ace2.jpg,제4회 구지가 문학상,"문학, 글, 시나리오",김해시,2024-05-01,2024-08-16,https://cafe.daum.net/gimahemunin/sKLd/64
517,https://www.wevity.com/upload/contest/20240502224847_d33ebdd6.jpg,제32회 문명 그 화려한 역설 69개의 표지비밀 풀기 프로젝트 공모,"문학, 글, 시나리오",도서출판 글여울,2024-05-01,2024-06-30,https://glyeoul.com/
518,https://www.wevity.com/upload/contest/20240504012337_b8feac22.jpg,우지커피 영상 공모전,"영상, UCC, 사진",우지커피,2024-05-01,2024-06-23,https://www.instagram.com/p/C6f4V5dypry
519,https://www.wevity.com/upload/contest/20240504011001_c37740b1.jpg,2024 다양한 가족의 재발견 영상 공모전,"영상, UCC, 사진",한반도미래인구연구원,2024-05-02,2024-06-16,https://kppif.org/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=21165498&t=board
520,https://www.wevity.com/upload/contest/20240503030618_1e732141.jpg,2024년 제2회 나라사랑 태극 무궁화 예술대전,"예체능, 미술, 음악",태극무궁화예술선양회,2024-06-01,2024-08-04,http://tmaei.or.kr/bbs/read.php?tbname=tmaei2_board&sword=&smode=&seq=9&page=1&link_address=&cate_no
521,https://www.wevity.com/upload/contest/20240503023731_0ed1611f.jpg,제11회 한낙원과학소설상 공모,"문학, 글, 시나리오",사계절출판사,2024-09-01,2024-09-30,https://www.sakyejul.net/bbs/m/mcb_data_view.php?type=mcb&ep=ep993587793575e55ff04653&gp=all&item=md206625633465bca19bc984b
522,https://www.wevity.com/upload/contest/20240503023054_267d157a.jpg,2024년 관세청 공공데이터 활용.분석 경진대회,"과학, 공학",관세청,2024-05-01,2024-06-30,https://www.customs.go.kr/kcs/na/ntt/selectNttInfo.do?mi=2895&bbsId=1364&nttSn=10107315
